Team name,Season,Matches played,Wins,Losses,Goals,Goals per match,Shots,Shots on target,Shooting accuracy %,Penalties scored,Big Chances Created,Hit woodwork,Passes,Passes per match,Pass accuracy %,Crosses,Cross accuracy %,Clean sheets,Goals Conceded,Goals conceded per match,Saves,Tackles,Tackle success %,Blocked shots,Interceptions,Clearances,Headed Clearance,Aerial Battles/Duels Won,Errors leading to goal,Own goals,Yellow cards,Red cards,Fouls,Offsides
Chelsea,2016/17,38,30,5,85,2.24,580,204,35%,2,48,17,"20,125",529.61,84%,688,19%,16,33,0.87,69,652,71%,156,510,839,484,"2,682",5,1,72,0,198,64
Chelsea,2015/16,38,12,12,59,1.55,526,173,33%,4,47,4,"19,664",517.47,82%,732,19%,9,53,1.39,122,790,76%,157,518,790,328,"2,793",9,2,58,5,238,90
Chelsea,2014/15,38,26,3,73,1.92,564,210,37%,4,66,15,"20,268",533.37,83%,682,22%,17,32,0.84,90,759,81%,148,376,"1,027",611,"3,075",3,1,73,4,217,75
Chelsea,2013/14,38,25,6,71,1.87,692,229,33%,5,50,19,"18,281",481.08,83%,809,25%,18,27,0.71,96,733,77%,181,380,"1,141",740,"3,055",4,2,57,3,129,106
Chelsea,2012/13,38,22,7,75,1.97,626,212,34%,9,56,7,"18,452",485.58,83%,863,20%,14,39,1.03,15,710,76%,184,504,981,341,"2,469",3,2,51,3,0,80
Chelsea,2011/12,38,18,10,65,1.71,671,224,33%,4,50,20,"18,766",493.84,85%,972,24%,10,46,1.21,1,698,78%,158,637,881,241,"2,034",11,1,74,4,0,70
Chelsea,2010/11,38,21,9,69,1.82,745,244,33%,6,86,21,"19,236",506.21,84%,995,25%,15,33,0.87,0,769,74%,182,616,762,258,"2,551",6,1,59,1,0,113
Chelsea,2009/10,38,27,6,103,2.71,834,288,35%,11,0,13,"18,869",496.55,83%,"1,083",26%,18,32,0.84,1,772,73%,207,705,"1,055",293,"2,448",7,1,54,5,0,96
Chelsea,2008/09,38,25,5,68,1.79,797,248,31%,2,0,17,"19,940",524.74,84%,938,25%,22,24,0.63,7,773,75%,232,504,"1,069",281,"2,473",4,1,50,3,0,114
Chelsea,2007/08,38,25,3,65,1.71,605,199,33%,7,0,12,"17,252",454.00,81%,945,21%,21,26,0.68,8,917,76%,150,506,"1,687",465,"2,586",4,0,63,5,0,128
Chelsea,2006/07,38,24,3,64,1.68,636,216,34%,3,0,14,"16,769",441.29,80%,897,25%,22,24,0.63,5,982,78%,140,292,"1,206",0,"2,429",0,1,62,4,0,127
Chelsea,2005/06,38,29,5,72,1.89,0,0,0%,0,0,0,0,0.00,0%,0,0%,20,22,0.58,0,0,0%,0,0,0,0,0,0,0,63,5,0,0
Chelsea,2004/05,38,29,1,72,1.89,0,0,0%,0,0,0,0,0.00,0%,0,0%,25,15,0.39,0,0,0%,0,0,0,0,0,0,1,53,0,0,0
Chelsea,2003/04,38,24,7,67,1.76,0,0,0%,0,0,0,0,0.00,0%,0,0%,21,30,0.79,0,0,0%,0,0,0,0,0,0,1,45,3,0,0
Chelsea,2002/03,38,19,9,68,1.79,0,0,0%,0,0,0,0,0.00,0%,0,0%,13,38,1.00,0,0,0%,0,0,0,0,0,0,3,64,1,0,0
Chelsea,2001/02,38,17,8,66,1.74,0,0,0%,0,0,0,0,0.00,0%,0,0%,15,38,1.00,0,0,0%,0,0,0,0,0,0,0,69,3,0,0
Chelsea,2000/01,38,17,11,68,1.79,0,0,0%,0,0,0,0,0.00,0%,0,0%,10,45,1.18,0,0,0%,0,0,0,0,0,0,0,76,2,0,0
Chelsea,1999/00,38,18,9,53,1.39,0,0,0%,0,0,0,0,0.00,0%,0,0%,17,34,0.89,0,0,0%,0,0,0,0,0,0,0,59,4,0,0
Chelsea,1998/99,38,20,3,57,1.50,0,0,0%,0,0,0,0,0.00,0%,0,0%,15,30,0.79,0,0,0%,0,0,0,0,0,0,1,86,4,0,0
Chelsea,1997/98,38,20,15,71,1.87,0,0,0%,0,0,0,0,0.00,0%,0,0%,14,43,1.13,0,0,0%,0,0,0,0,0,0,1,66,3,0,0
Chelsea,1996/97,38,16,11,58,1.53,0,0,0%,0,0,0,0,0.00,0%,0,0%,9,55,1.45,0,0,0%,0,0,0,0,0,0,4,81,2,0,0
Chelsea,1995/96,38,12,12,46,1.21,0,0,0%,0,0,0,0,0.00,0%,0,0%,12,44,1.16,0,0,0%,0,0,0,0,0,0,2,67,3,0,0
Chelsea,1994/95,42,13,14,50,1.19,0,0,0%,0,0,0,0,0.00,0%,0,0%,13,55,1.31,0,0,0%,0,0,0,0,0,0,3,60,3,0,0
Chelsea,1993/94,42,13,17,49,1.17,0,0,0%,0,0,0,0,0.00,0%,0,0%,11,53,1.26,0,0,0%,0,0,0,0,0,0,1,29,2,0,0
Chelsea,1992/93,42,14,14,51,1.21,0,0,0%,0,0,0,0,0.00,0%,0,0%,11,54,1.29,0,0,0%,0,0,0,0,0,0,2,45,2,0,0
Wolverhampton Wanderers,2023/24,25,10,10,39,1.56,297,112,38%,3,39,10,"11,071",442.84,81%,397,25%,4,40,1.60,78,481,59%,79,208,537,271,"1,648",2,1,63,3,218,49
Wolverhampton Wanderers,2022/23,38,11,19,31,0.82,412,126,31%,3,28,6,"16,712",439.79,81%,661,24%,11,58,1.53,119,661,56%,115,279,780,420,"2,358",6,1,84,6,244,62
Wolverhampton Wanderers,2021/22,38,15,17,38,1.00,402,136,34%,1,41,12,"17,517",460.97,81%,587,23%,11,43,1.13,125,673,56%,108,389,771,390,"2,384",5,1,59,3,215,61
Wolverhampton Wanderers,2020/21,38,12,17,36,0.95,463,154,33%,4,28,16,"17,522",461.11,83%,775,22%,10,52,1.37,103,588,57%,130,432,675,389,"2,596",7,3,53,1,228,38
Wolverhampton Wanderers,2019/20,38,15,9,52,1.37,461,148,32%,4,57,10,"16,764",441.16,79%,718,25%,13,40,1.05,91,646,57%,136,437,652,358,"3,077",6,1,57,2,212,49
Wolverhampton Wanderers,2018/19,38,16,13,47,1.24,477,152,32%,4,65,14,"16,618",437.32,78%,622,25%,9,46,1.21,100,720,57%,118,501,824,464,"2,998",3,4,72,1,223,73
Wolverhampton Wanderers,2011/12,38,5,23,40,1.05,473,152,32%,3,33,10,"14,860",391.05,76%,999,26%,4,82,2.16,9,619,75%,128,598,"1,178",263,"1,990",10,2,64,4,0,82
Wolverhampton Wanderers,2010/11,38,11,20,46,1.21,459,139,30%,3,38,14,"14,823",390.08,72%,"1,104",21%,5,66,1.74,0,677,71%,132,520,"1,205",326,"2,407",7,2,62,2,0,93
Wolverhampton Wanderers,2009/10,38,9,18,32,0.84,436,119,27%,2,0,8,"13,037",343.08,68%,940,25%,8,56,1.47,7,705,78%,123,537,"1,618",428,"2,397",5,3,63,4,0,65
Wolverhampton Wanderers,2003/04,38,7,19,38,1.00,0,0,0%,0,0,0,0,0.00,0%,0,0%,7,77,2.03,0,0,0%,0,0,0,0,0,0,1,66,2,0,0
Fulham,2023/24,25,8,12,34,1.36,306,111,36%,2,32,9,"12,504",500.16,83%,461,23%,6,41,1.64,87,428,57%,81,285,476,229,"1,525",6,3,55,3,177,43
Fulham,2022/23,38,15,16,55,1.45,429,149,35%,5,40,15,"16,197",426.24,80%,769,26%,9,53,1.39,146,626,56%,116,340,714,377,"2,328",5,2,80,1,225,60
Fulham,2020/21,38,5,20,27,0.71,442,136,31%,3,35,12,"17,796",468.32,81%,710,23%,9,55,1.45,120,601,55%,118,437,751,381,"2,780",4,1,67,3,260,43
Fulham,2018/19,38,7,26,34,0.89,454,146,32%,2,48,13,"17,699",465.76,80%,611,23%,5,81,2.13,147,591,61%,116,433,971,443,"2,781",12,2,68,2,209,90
Fulham,2013/14,38,9,24,40,1.05,431,149,35%,2,48,11,"14,689",386.55,79%,708,21%,5,85,2.24,154,702,78%,97,499,"1,351",779,"2,665",9,5,58,1,122,86
Fulham,2012/13,38,11,17,50,1.32,460,160,35%,6,39,19,"16,957",446.24,82%,733,21%,8,60,1.58,5,680,79%,115,745,"1,274",367,"2,490",9,0,48,3,0,74
Fulham,2011/12,38,14,14,48,1.26,541,195,36%,3,46,24,"17,669",464.97,82%,649,22%,11,51,1.34,0,669,77%,150,644,"1,005",257,"2,060",7,2,54,0,0,85
Fulham,2010/11,38,11,11,49,1.29,547,172,31%,2,49,10,"16,345",430.13,76%,865,24%,14,43,1.13,0,799,74%,146,668,"1,513",467,"2,676",9,5,52,1,0,100
Fulham,2009/10,38,12,16,39,1.03,463,144,31%,4,0,7,"16,513",434.55,74%,727,25%,12,46,1.21,11,745,74%,136,752,"1,459",399,"2,522",1,5,46,1,0,92
Fulham,2008/09,38,14,13,39,1.03,511,149,29%,5,0,11,"16,149",424.97,76%,765,23%,15,34,0.89,9,812,73%,142,667,"1,632",488,"2,338",8,0,40,1,0,92
Fulham,2007/08,38,8,18,38,1.00,469,154,33%,2,0,7,"12,583",331.13,71%,849,22%,7,60,1.58,2,851,77%,102,466,"2,072",509,"2,182",4,2,55,6,0,91
Fulham,2006/07,38,8,15,38,1.00,451,142,31%,3,0,8,"11,820",311.05,65%,895,27%,7,60,1.58,12,901,75%,100,198,"1,386",0,"2,398",0,2,56,3,0,94
Fulham,2005/06,38,14,18,48,1.26,0,0,0%,0,0,0,0,0.00,0%,0,0%,10,58,1.53,0,0,0%,0,0,0,0,0,0,6,65,2,0,0
Fulham,2004/05,38,12,18,52,1.37,0,0,0%,0,0,0,0,0.00,0%,0,0%,8,60,1.58,0,0,0%,0,0,0,0,0,0,4,56,7,0,0
Fulham,2003/04,38,14,14,52,1.37,0,0,0%,0,0,0,0,0.00,0%,0,0%,15,46,1.21,0,0,0%,0,0,0,0,0,0,1,65,3,0,0
Fulham,2002/03,38,13,16,41,1.08,0,0,0%,0,0,0,0,0.00,0%,0,0%,11,50,1.32,0,0,0%,0,0,0,0,0,0,3,58,6,0,0
Fulham,2001/02,38,10,14,36,0.95,2,1,50%,0,0,0,0,0.00,0%,0,0%,15,44,1.16,0,0,0%,0,0,0,0,0,0,1,55,2,0,0
AFC Bournemouth,2023/24,24,7,10,33,1.38,321,111,35%,1,35,6,"9,107",379.46,77%,422,25%,5,46,1.92,85,452,58%,96,223,464,206,"1,638",5,1,47,2,222,39
AFC Bournemouth,2022/23,37,11,21,37,1.00,358,133,37%,0,35,5,"13,931",376.51,78%,512,27%,8,71,1.92,136,618,60%,96,353,971,527,"2,347",3,3,69,0,188,38
AFC Bournemouth,2019/20,38,9,22,40,1.05,389,122,31%,4,44,11,"14,694",386.68,75%,646,20%,5,65,1.71,131,507,59%,120,475,926,471,"2,811",6,0,74,3,178,67
AFC Bournemouth,2018/19,38,13,19,56,1.47,446,163,37%,7,77,12,"15,943",419.55,78%,613,27%,10,70,1.84,110,526,57%,108,371,"1,019",515,"2,676",11,3,60,1,170,57
AFC Bournemouth,2017/18,38,11,16,45,1.18,465,158,34%,3,36,10,"16,131",424.50,77%,707,23%,6,61,1.61,111,508,64%,133,367,"1,037",523,"2,681",11,1,55,1,161,52
AFC Bournemouth,2016/17,38,12,16,55,1.45,451,160,35%,7,42,19,"17,145",451.18,81%,629,19%,10,67,1.76,123,605,74%,118,462,"1,091",605,"2,586",7,5,52,3,178,53
AFC Bournemouth,2015/16,38,11,18,45,1.18,464,143,31%,3,30,8,"17,270",454.47,80%,749,22%,7,67,1.76,90,709,73%,142,640,951,474,"2,664",10,0,53,1,172,66
Brentford,2023/24,25,7,14,35,1.40,315,109,35%,3,51,5,"10,352",414.08,77%,440,29%,4,44,1.76,85,446,59%,83,243,587,293,"1,705",6,0,56,1,162,44
Brentford,2022/23,38,15,9,58,1.53,408,162,40%,7,66,10,"13,920",366.32,75%,661,26%,12,46,1.21,154,587,57%,85,341,770,411,"2,583",5,3,55,1,175,72
Brentford,2021/22,38,13,18,48,1.26,442,155,35%,6,50,12,"14,604",384.32,74%,640,24%,9,56,1.47,129,607,56%,126,393,809,413,"2,671",2,2,61,3,213,66
Crystal Palace,2023/24,25,6,12,28,1.12,290,104,36%,3,28,3,"9,797",391.88,79%,401,23%,5,44,1.76,63,499,58%,92,202,573,282,"1,732",3,1,45,1,223,34
Crystal Palace,2022/23,38,11,15,40,1.05,426,136,32%,1,39,10,"15,707",413.34,79%,591,23%,9,50,1.32,116,690,61%,138,359,788,398,"2,531",3,4,80,3,263,58
Crystal Palace,2021/22,38,11,12,50,1.32,412,147,36%,6,41,11,"17,309",455.50,80%,643,23%,12,46,1.21,101,636,59%,112,333,731,360,"2,722",1,2,67,1,242,63
Crystal Palace,2020/21,38,12,18,41,1.08,349,132,38%,3,33,10,"14,067",370.18,76%,533,26%,8,66,1.74,109,636,58%,99,397,727,341,"2,814",5,0,54,2,227,67
Crystal Palace,2019/20,38,11,17,31,0.82,376,120,32%,3,33,8,"14,688",386.53,76%,588,24%,10,50,1.32,126,686,57%,102,444,802,374,"3,157",7,2,62,3,233,53
Crystal Palace,2018/19,38,14,17,51,1.34,493,148,30%,10,40,16,"15,243",401.13,77%,577,24%,12,53,1.39,113,730,61%,139,446,940,467,"2,868",5,1,58,2,224,78
Crystal Palace,2017/18,38,11,16,45,1.18,476,151,32%,8,53,8,"14,372",378.21,75%,703,24%,9,55,1.45,122,685,65%,133,552,"1,022",517,"3,090",11,2,72,0,229,56
Crystal Palace,2016/17,38,12,21,50,1.32,439,138,31%,4,41,8,"13,543",356.39,73%,871,26%,7,63,1.66,107,698,72%,113,552,"1,022",537,"3,206",10,0,77,0,226,55
Crystal Palace,2015/16,38,11,18,39,1.03,469,153,33%,4,44,12,"13,785",362.76,74%,969,23%,8,51,1.34,122,649,77%,118,698,963,429,"2,799",9,4,60,2,239,81
Crystal Palace,2014/15,38,13,16,47,1.24,441,139,32%,5,34,14,"12,071",317.66,69%,834,21%,7,51,1.34,94,791,78%,132,600,"1,270",779,"3,350",12,0,63,4,250,77
Crystal Palace,2013/14,38,13,19,33,0.87,414,143,35%,5,29,9,"11,826",311.21,71%,706,22%,12,48,1.26,119,845,76%,91,695,"1,409",852,"3,237",2,2,58,2,123,71
Crystal Palace,2004/05,38,7,19,41,1.08,0,0,0%,0,0,0,0,0.00,0%,0,0%,10,62,1.63,0,0,0%,0,0,0,0,0,0,3,59,3,0,0
Crystal Palace,1997/98,38,8,21,37,0.97,0,0,0%,0,0,0,0,0.00,0%,0,0%,6,71,1.87,0,0,0%,0,0,0,0,0,0,1,72,3,0,0
Crystal Palace,1994/95,42,11,19,34,0.81,0,0,0%,0,0,0,0,0.00,0%,0,0%,15,49,1.17,0,0,0%,0,0,0,0,0,0,1,60,1,0,0
Crystal Palace,1992/93,42,11,15,48,1.14,0,0,0%,0,0,0,0,0.00,0%,0,0%,11,61,1.45,0,0,0%,0,0,0,0,0,0,1,28,3,0,0
Nottingham Forest,2023/24,25,6,13,32,1.28,280,90,32%,1,37,4,"9,280",371.20,78%,393,22%,4,44,1.76,70,497,57%,80,211,653,323,"1,751",6,0,54,3,194,52
Nottingham Forest,2022/23,37,9,18,38,1.03,368,118,32%,3,33,9,"12,091",326.78,72%,532,20%,8,68,1.84,115,660,59%,93,349,892,419,"2,433",5,0,84,0,228,67
Nottingham Forest,1998/99,38,7,22,35,0.92,0,0,0%,0,0,0,0,0.00,0%,0,0%,6,69,1.82,0,0,0%,0,0,0,0,0,0,0,85,6,0,0
Nottingham Forest,1996/97,38,6,16,31,0.82,0,0,0%,0,0,0,0,0.00,0%,0,0%,8,59,1.55,0,0,0%,0,0,0,0,0,0,1,67,0,0,0
Nottingham Forest,1995/96,38,15,10,50,1.32,0,0,0%,0,0,0,0,0.00,0%,0,0%,9,54,1.42,0,0,0%,0,0,0,0,0,0,1,45,2,0,0
Nottingham Forest,1994/95,42,22,9,72,1.71,0,0,0%,0,0,0,0,0.00,0%,0,0%,13,43,1.02,0,0,0%,0,0,0,0,0,0,1,62,1,0,0
Nottingham Forest,1992/93,42,10,22,41,0.98,0,0,0%,0,0,0,0,0.00,0%,0,0%,9,62,1.48,0,0,0%,0,0,0,0,0,0,1,28,1,0,0
Everton,2023/24,25,8,11,27,1.08,346,109,32%,0,49,14,"8,788",351.52,75%,512,24%,8,33,1.32,72,507,59%,83,259,533,249,"1,819",4,2,51,1,214,50
Everton,2022/23,38,8,18,35,0.92,429,152,35%,3,49,6,"14,152",372.42,77%,704,23%,9,57,1.50,128,708,60%,122,390,829,432,"2,558",7,0,79,2,198,64
Everton,2021/22,38,11,21,43,1.13,437,138,32%,6,33,8,"12,944",340.63,73%,653,25%,8,66,1.74,128,705,57%,147,365,775,379,"2,704",10,5,78,6,206,53
Everton,2020/21,38,17,13,47,1.24,400,148,37%,4,48,10,"17,132",450.84,81%,662,21%,12,48,1.26,114,640,60%,100,392,803,408,"2,732",6,1,59,2,219,65
Everton,2019/20,38,13,15,44,1.16,469,162,35%,1,59,13,"15,826",416.47,78%,804,24%,9,56,1.47,95,671,61%,131,408,731,393,"3,177",8,3,70,3,260,58
Everton,2018/19,38,15,14,54,1.42,498,169,34%,2,52,16,"16,494",434.05,77%,814,25%,14,46,1.21,94,700,63%,140,456,825,430,"3,211",7,2,55,4,250,69
Everton,2017/18,38,13,15,44,1.16,359,121,34%,5,41,7,"14,749",388.13,74%,629,25%,10,58,1.53,121,644,69%,86,514,"1,229",617,"2,806",8,1,51,3,280,82
Everton,2016/17,38,17,11,62,1.63,502,191,38%,3,51,11,"17,584",462.74,79%,767,22%,13,44,1.16,96,714,74%,131,461,"1,117",611,"2,844",4,1,72,2,264,82
Everton,2015/16,38,11,13,59,1.55,491,175,36%,4,62,18,"17,947",472.29,81%,782,21%,10,55,1.45,127,730,74%,146,511,994,440,"2,549",10,1,44,5,170,55
Everton,2014/15,38,12,15,48,1.26,483,166,34%,4,45,11,"18,809",494.97,82%,690,19%,10,50,1.32,80,657,80%,138,444,"1,280",737,"2,611",15,2,66,2,223,83
Everton,2013/14,38,21,8,61,1.61,561,196,35%,3,40,14,"18,319",482.08,84%,848,22%,15,39,1.03,117,744,77%,156,463,"1,103",672,"2,733",6,4,55,1,122,80
Everton,2012/13,38,16,7,55,1.45,633,207,33%,2,73,21,"15,844",416.95,79%,989,24%,11,40,1.05,8,720,75%,173,592,"1,172",348,"2,834",7,2,59,3,0,100
Everton,2011/12,38,15,12,50,1.32,520,164,32%,5,48,12,"15,069",396.55,77%,877,24%,12,40,1.05,2,624,78%,139,617,"1,130",289,"2,095",5,3,60,2,0,116
Everton,2010/11,38,13,10,51,1.34,580,181,31%,3,58,8,"14,371",378.18,76%,"1,019",26%,9,45,1.18,0,768,73%,173,470,"1,265",310,"2,657",6,2,55,5,0,78
Everton,2009/10,38,16,9,60,1.58,589,194,33%,5,0,12,"14,845",390.66,76%,"1,022",23%,11,49,1.29,9,768,74%,174,827,"1,601",416,"2,767",5,3,57,2,0,94
Everton,2008/09,38,17,9,55,1.45,496,169,34%,4,0,12,"15,070",396.58,75%,"1,022",24%,17,37,0.97,20,775,78%,109,660,"1,602",456,"2,442",4,2,49,1,0,99
Everton,2007/08,38,19,11,55,1.45,474,169,36%,1,0,4,"12,397",326.24,69%,877,23%,14,33,0.87,0,816,77%,113,496,"2,136",523,"2,310",4,1,40,3,0,73
Everton,2006/07,38,15,10,52,1.37,465,153,33%,8,0,9,"12,274",323.00,65%,867,22%,14,36,0.95,12,860,78%,101,303,"1,386",0,"2,384",0,3,65,2,0,81
Everton,2005/06,38,14,16,34,0.89,0,0,0%,0,0,0,0,0.00,0%,0,0%,13,49,1.29,0,0,0%,0,0,0,0,0,0,3,62,7,0,0
Everton,2004/05,38,18,13,45,1.18,0,0,0%,0,0,0,0,0.00,0%,0,0%,13,46,1.21,0,0,0%,0,0,0,0,0,0,0,54,4,0,0
Everton,2003/04,38,9,17,45,1.18,0,0,0%,0,0,0,0,0.00,0%,0,0%,10,57,1.50,0,0,0%,0,0,0,0,0,0,1,53,3,0,0
Everton,2002/03,38,17,13,48,1.26,0,0,0%,0,0,0,0,0.00,0%,0,0%,11,49,1.29,0,0,0%,0,0,0,0,0,0,4,55,7,0,0
Everton,2001/02,38,11,17,45,1.18,0,0,0%,0,0,0,0,0.00,0%,0,0%,11,57,1.50,0,0,0%,0,0,0,0,0,0,0,57,3,0,0
Everton,2000/01,38,11,18,45,1.18,14,6,43%,1,1,0,355,9.34,55%,13,62%,6,59,1.55,2,22,64%,3,9,26,10,137,0,4,78,4,9,2
Everton,1999/00,38,12,12,59,1.55,0,0,0%,0,0,0,0,0.00,0%,0,0%,11,49,1.29,0,0,0%,0,0,0,0,0,0,1,57,6,0,0
Everton,1998/99,38,11,17,42,1.11,0,0,0%,0,0,0,0,0.00,0%,0,0%,14,47,1.24,0,0,0%,0,0,0,0,0,0,1,91,5,0,0
Everton,1997/98,38,9,16,41,1.08,0,0,0%,0,0,0,0,0.00,0%,0,0%,10,56,1.47,0,0,0%,0,0,0,0,0,0,2,79,5,0,0
Everton,1996/97,38,10,16,44,1.16,0,0,0%,0,0,0,0,0.00,0%,0,0%,10,57,1.50,0,0,0%,0,0,0,0,0,0,3,60,2,0,0
Everton,1995/96,38,17,11,64,1.68,0,0,0%,0,0,0,0,0.00,0%,0,0%,15,44,1.16,0,0,0%,0,0,0,0,0,0,1,66,3,0,0
Everton,1994/95,42,11,14,44,1.05,0,0,0%,0,0,0,0,0.00,0%,0,0%,15,51,1.21,0,0,0%,0,0,0,0,0,0,1,69,6,0,0
Everton,1993/94,42,12,22,42,1.00,0,0,0%,0,0,0,0,0.00,0%,0,0%,11,63,1.50,0,0,0%,0,0,0,0,0,0,2,33,0,0,0
Everton,1992/93,42,15,19,53,1.26,0,0,0%,0,0,0,0,0.00,0%,0,0%,11,55,1.31,0,0,0%,0,0,0,0,0,0,0,29,3,0,0
Luton Town,2023/24,25,5,15,35,1.40,305,90,30%,4,31,9,"8,570",342.80,75%,555,23%,2,51,2.04,97,444,56%,105,233,590,289,"1,830",4,1,48,0,197,50
Burnley,2023/24,25,3,18,25,1.00,259,82,32%,1,25,4,"10,490",419.60,80%,345,22%,2,55,2.20,100,406,57%,65,183,548,270,"1,579",5,2,47,4,185,55
Burnley,2021/22,38,7,17,34,0.89,407,125,31%,1,43,15,"12,319",324.18,69%,747,22%,9,53,1.39,129,589,55%,103,411,832,417,"2,837",4,2,68,2,223,101
Burnley,2020/21,38,10,19,33,0.87,384,130,34%,3,40,10,"13,846",364.37,72%,772,20%,11,55,1.45,126,507,58%,88,416,772,392,"2,891",5,2,48,1,199,80
Burnley,2019/20,38,15,14,43,1.13,387,134,35%,3,53,8,"12,814",337.21,70%,743,25%,15,50,1.32,120,547,63%,91,387,833,429,"3,066",7,1,67,0,227,89
Burnley,2018/19,38,11,20,45,1.18,360,116,32%,2,49,12,"13,011",342.39,70%,693,24%,8,68,1.79,140,583,54%,89,365,"1,080",539,"3,209",5,4,75,1,172,106
Burnley,2017/18,38,14,12,36,0.95,378,128,34%,0,33,9,"13,572",357.16,71%,707,26%,12,39,1.03,122,533,67%,99,401,"1,184",640,"3,041",3,1,65,0,177,100
Burnley,2016/17,38,11,20,39,1.03,392,120,31%,6,23,5,"12,559",330.50,68%,649,27%,10,55,1.45,151,639,71%,107,537,"1,237",683,"3,006",2,2,65,2,241,101
Burnley,2014/15,38,7,19,28,0.74,430,125,29%,1,30,13,"13,632",358.74,70%,783,23%,10,53,1.39,128,615,73%,123,568,"1,458",999,"3,105",1,2,64,2,202,64
Burnley,2009/10,38,8,24,42,1.11,459,153,33%,6,0,14,"13,832",364.00,69%,825,20%,3,82,2.16,85,686,76%,102,661,"1,552",445,"2,541",9,2,57,2,0,66
Sheffield United,2023/24,25,3,18,22,0.88,225,74,33%,4,24,5,"8,106",324.24,72%,272,26%,1,65,2.60,108,499,57%,67,227,678,309,"1,669",7,4,72,4,208,46
Sheffield United,2020/21,38,7,29,20,0.53,323,99,31%,3,36,5,"14,647",385.45,77%,666,20%,5,63,1.66,147,634,56%,90,351,796,403,"2,639",4,3,73,3,255,73
Sheffield United,2019/20,38,14,12,39,1.03,353,114,32%,1,60,3,"14,922",392.68,74%,866,22%,13,39,1.03,102,611,62%,95,420,880,455,"3,168",8,0,61,3,201,78
Sheffield United,2006/07,38,10,20,32,0.84,483,147,30%,2,0,14,"11,123",292.71,62%,800,24%,9,55,1.45,3,917,77%,106,203,"1,217",0,"2,357",0,2,68,2,0,82
Sheffield United,1993/94,42,8,16,42,1.00,0,0,0%,0,0,0,0,0.00,0%,0,0%,12,60,1.43,0,0,0%,0,0,0,0,0,0,0,44,4,0,0
Sheffield United,1992/93,42,14,18,54,1.29,0,0,0%,0,0,0,0,0.00,0%,0,0%,11,53,1.26,0,0,0%,0,0,0,0,0,0,2,58,3,0,0